laga_id,game,durasi
S16R015,2,13:44
S16R016,1,17:52
S16R016,2,20:28
S16R016,3,13:59
S16R017,1,12:58
S16R017,2,18:35
S16R018,1,13:29
S16R018,2,10:51
S16R019,1,10:55
S16R019,2,13:34
S16R020,1,13:57
S16R020,2,13:19
S16R020,3,12:43
S16R021,1,14:28
S16R021,2,20:56
S16R022,1,29:37
S16R022,2,14:11
S16R022,3,20:14
S16R023,1,14:55
S16R023,2,14:06
S16R023,3,12:40
S16R024,1,13:07
S16R024,2,15:40
S16R025,1,24:15
S16R025,2,17:52
S16R025,3,14:44
S16R026,1,14:23
S16R026,2,13:32
S16R027,1,11:10
S16R027,2,10:57
S16R028,1,11:08
S16R028,2,13:00
S16R029,1,24:31
S16R029,2,13:49
S16R030,1,10:26
S16R030,2,10:55
S16R031,1,14:42
S16R031,2,16:49
S16R031,3,14:24
S16R032,1,14:18
S16R032,2,15:12
S16R032,3,13:42
S16R033,1,16:03
S16R033,2,14:34
S16R034,1,16:38
S16R034,2,10:51
S16R034,3,13:50
S16R035,1,19:56
S16R035,2,11:51
S16R036,1,15:07
S16R036,2,14:36
S16R036,3,10:32
S16R037,1,26:21
S16R037,2,18:31
S16R038,1,12:31
S16R038,2,10:27
S16R038,3,
S16R039,1,13:52
S16R039,2,14:34
S16R040,1,10:22
S16R040,2,10:04
S16R041,1,19:01
S16R041,2,15:53
S16R042,1,11:55
S16R042,2,14:38
S16R043,1,09:26
S16R043,2,29:37
S16R043,3,13:44
S16R044,1,15:18
S16R044,2,10:06
S16R045,1,15:55
S16R045,2,21:36
S16R045,3,15:12
S16R046,1,18:43
S16R046,2,14:21
S16R046,3,15:28
S16R047,1,17:28
S16R047,2,10:42
S16R048,1,13:11
S16R048,2,16:21
S16R049,1,12:52
S16R049,2,14:19
S16R050,1,11:20
S16R050,2,11:08
S16R051,1,15:26
S16R051,2,17:01
S16R052,1,14:51
S16R052,2,14:07
S16R052,3,10:38
S16R053,1,09:59
S16R053,2,10:38
S16R054,1,14:24
S16R054,2,19:20
S16R055,1,13:32
S16R055,2,13:07
S16R056,1,17:51
S16R056,2,12:45
S16R056,3,10:59
S16R057,1,15:37
S16R057,2,16:48
S16R057,3,14:42
S16R058,1,20:56
S16R058,2,13:27
S16R059,1,09:53
S16R059,2,22:31
S16R059,3,16:22
S16R060,1,11:46
S16R060,2,21:13
S16R061,1,14:59
S16R061,2,15:32
S16R062,1,19:31
S16R062,2,14:24
S16R063,1,13:43
S16R063,2,13:31
S16R064,1,19:29
S16R064,2,16:10
S16R065,1,17:33
S16R065,2,13:56
S16R066,1,23:07
S16R066,2,15:50
S16R067,1,14:06
S16R067,2,15:35
S16R067,3,17:42
S16R068,1,20:11
S16R068,2,15:36
S16R069,1,12:43
S16R069,2,11:45
S16R069,3,10:23
S16R070,1,15:26
S16R070,2,16:41
S16R071,1,21:50
S16R071,2,23:27
S16R071,3,14:37
S16R072,1,18:24
S16R072,2,25:37
S16R072,3,12:28
S17P001,1,14:02
S17P001,2,14:16
S17P001,3,24:18
S17P002,1,27:36
S17P002,2,17:24
S17P002,3,22:17
S17P002,4,19:52
S17P003,1,15:01
S17P003,2,21:41
S17P003,3,14:42
S17P003,4,17:20
S17P004,1,12:38
S17P004,2,15:33
S17P004,3,17:12
S17P004,4,22:35
S17P005,1,14:08
S17P005,2,25:29
S17P005,3,11:51
S17P006,1,14:28
S17P006,2,10:29
S17P006,3,32:28
S17P007,1,17:04
S17P007,2,14:23
S17P007,3,16:05
S17P007,4,23:44
S17P007,5,11:39
S17P008,1,12:32
S17P008,2,26:06
S17P008,3,15:07
S17P008,4,15:11
S17P008,5,13:33
S17R001,1,15:45
S17R001,2,13:57
S17R001,3,20:59
S17R002,1,14:23
S17R002,2,15:28
S17R003,1,14:20
S17R003,2,15:34
S17R004,1,13:55
S17R004,2,16:05
S17R005,1,23:07
S17R005,2,22:20
S17R005,3,18:32
S17R006,1,15:13
S17R006,2,16:19
S17R007,1,15:15
S17R007,2,14:15
S17R008,1,15:23
S17R008,2,12:15
S17R009,1,15:11
S17R009,2,11:07
S17R010,1,18:35
S17R010,2,19:09
S17R011,1,20:22
S17R011,2,15:20
S17R012,1,16:35
S17R012,2,19:03
S17R012,3,18:53
S17R013,1,11:54
S17R013,2,15:24
S17R013,3,16:05
S17R014,1,17:25
S17R014,2,14:10
S17R014,3,19:19
S17R015,1,13:39
S17R015,2,18:01
S17R016,1,18:04
S17R016,2,14:54
S17R016,3,17:47
S17R017,1,15:16
S17R017,2,15:34
S17R017,3,13:48
S17R018,1,18:10
S17R018,2,15:54
S17R019,1,18:06
S17R019,2,08:57
S17R020,1,22:29
S17R020,2,18:51
S17R020,3,15:49
S17R021,1,17:21
S17R021,2,13:50
S17R021,3,17:21
S17R022,1,21:08
S17R022,2,24:39
S17R022,3,14:06
S17R023,1,16:24
S17R023,2,13:56
S17R023,3,20:51
S17R024,1,14:49
S17R024,2,15:08
S17R025,1,11:44
S17R025,2,17:09
S17R026,1,13:46
S17R026,2,11:29
S17R027,1,14:38
S17R027,2,14:58
S17R027,3,15:40
S17R028,1,24:20
S17R028,2,14:17
S17R029,1,13:18
S17R029,2,13:08
S17R029,3,14:51
S17R030,1,11:59
S17R030,2,13:40
S17R031,1,15:34
S17R031,2,25:25
S17R031,3,15:53
S17R032,1,23:26
S17R032,2,13:34
S17R033,1,16:46
S17R033,2,14:23
S17R034,1,19:38
S17R034,2,16:02
S17R035,1,25:26
S17R035,2,11:50
S17R036,1,11:03
S17R036,2,17:23
S17R036,3,20:50
S17R037,1,15:23
S17R037,2,27:15
S17R038,1,13:37
S17R038,2,12:23
S17R038,3,18:03
S17R039,1,16:09
S17R039,2,12:54
S17R039,3,18:20
S17R040,1,11:24
S17R040,2,11:36
S17R041,1,11:47
S17R041,2,20:21
S17R041,3,13:34
S17R042,1,14:09
S17R042,2,14:14
S17R042,3,14:11
S17R043,1,20:25
S17R043,2,28:02
S17R043,3,18:23
S17R044,1,16:14
S17R044,2,14:23
S17R045,1,17:30
S17R045,2,19:44
S17R046,1,24:11
S17R046,2,18:02
S17R046,3,17:17
S17R047,1,13:14
S17R047,2,13:56
S17R048,1,19:34
S17R048,2,11:25
S17R049,1,09:26
S17R049,2,14:23
S17R049,3,15:18
S17R050,1,18:58
S17R050,2,15:43
S17R051,1,12:12
S17R051,2,10:39
S17R051,3,14:02
S17R052,1,16:13
S17R052,2,13:14
S17R053,1,16:49
S17R053,2,14:48
S17R054,1,28:33
S17R054,2,13:37
S17R055,1,23:02
S17R055,2,18:53
S17R055,3,15:52
S17R056,1,12:47
S17R056,2,20:43
S17R057,1,14:53
S17R057,2,15:26
S17R058,1,12:16
S17R058,2,16:33
S17R059,1,18:18
S17R059,2,24:32
S17R060,1,16:28
S17R060,2,13:49
S17R061,1,20:37
S17R061,2,17:41
S17R061,3,14:16
S17R062,1,16:55
S17R062,2,14:28
S17R063,1,13:24
S17R063,2,21:24
S17R064,1,11:12
S17R064,2,10:52
S17R065,1,17:52
S17R065,2,11:59
S17R065,3,14:26
S17R066,1,11:54
S17R066,2,12:09
S17R067,1,12:40
S17R067,2,13:37
S17R068,1,14:04
S17R068,2,14:36
S17R068,3,13:02
S17R069,1,17:22
S17R069,2,15:39
S17R069,3,20:36
S17R070,1,15:23
S17R070,2,26:08
S17R070,3,14:10
S17R071,1,29:43
S17R071,2,24:03
S17R072,1,13:52
S17R072,2,13:26
S17R072,3,19:43
