season,award,kategori,week,pemain_id,kode_tim,hadiah
16,Week 6 MVP,weekly_mvp,6.0,EMANN,BTR,
16,Week 7 MVP,weekly_mvp,7.0,Baloyskie,GEEK,
16,Week 8 MVP,weekly_mvp,8.0,EMANN,BTR,
16,Week 9 MVP,weekly_mvp,9.0,Moreno,BTR,
16,Week 1 Best Rookie,weekly_rookie,1.0,Cyruz,AE,
16,Week 2 Best Rookie,weekly_rookie,2.0,QINN,DEWA,
16,Week 3 Best Rookie,weekly_rookie,3.0,Rendyy,EVOS,
16,Week 4 Best Rookie,weekly_rookie,4.0,Shogun,BTR,
16,Week 5 Best Rookie,weekly_rookie,5.0,QINN,DEWA,
16,Week 6 Best Rookie,weekly_rookie,6.0,QINN,DEWA,
16,Week 7 Best Rookie,weekly_rookie,7.0,Rendyy,EVOS,
16,Week 8 Best Rookie,weekly_rookie,8.0,Shogun,BTR,
16,Week 9 Best Rookie,weekly_rookie,9.0,QINN,DEWA,
16,Team of The Week #9,team_of_week,9.0,Nino,AE,
16,Team of The Week #9,team_of_week,9.0,Nnael,BTR,
16,Team of The Week #9,team_of_week,9.0,Moreno,BTR,
16,Team of The Week #9,team_of_week,9.0,EMANN,BTR,
16,Team of The Week #9,team_of_week,9.0,Kiboy,ONIC,
16,Team of The Week #8,team_of_week,8.0,Shogun,BTR,
16,Team of The Week #8,team_of_week,8.0,Nnael,BTR,
16,Team of The Week #8,team_of_week,8.0,Moreno,BTR,
16,Team of The Week #8,team_of_week,8.0,EMANN,BTR,
16,Team of The Week #8,team_of_week,8.0,Widy,TLID,
16,Team of The Week #7,team_of_week,7.0,Rendyy,EVOS,
16,Team of The Week #7,team_of_week,7.0,Kairi,ONIC,
16,Team of The Week #7,team_of_week,7.0,S_A_N_Z,ONIC,
16,Team of The Week #7,team_of_week,7.0,Erlan,EVOS,
16,Team of The Week #7,team_of_week,7.0,Baloyskie,GEEK,
16,Team of The Week #6,team_of_week,6.0,QINN,DEWA,
16,Team of The Week #6,team_of_week,6.0,Kairi,ONIC,
16,Team of The Week #6,team_of_week,6.0,S_A_N_Z,ONIC,
16,Team of The Week #6,team_of_week,6.0,EMANN,BTR,
16,Team of The Week #6,team_of_week,6.0,Alekk,AE,
16,Team of The Week #5,team_of_week,5.0,QINN,DEWA,
16,Team of The Week #5,team_of_week,5.0,Nnael,BTR,
16,Team of The Week #5,team_of_week,5.0,S_A_N_Z,ONIC,
16,Team of The Week #5,team_of_week,5.0,Skylar,ONIC,
16,Team of The Week #5,team_of_week,5.0,Kiboy,ONIC,
16,Team of The Week #4,team_of_week,4.0,Shogun,BTR,
16,Team of The Week #4,team_of_week,4.0,Kairi,ONIC,
16,Team of The Week #4,team_of_week,4.0,S_A_N_Z,ONIC,
16,Team of The Week #4,team_of_week,4.0,EMANN,BTR,
16,Team of The Week #4,team_of_week,4.0,Kiboy,ONIC,
16,Team of The Week #3,team_of_week,3.0,Rendyy,EVOS,
16,Team of The Week #3,team_of_week,3.0,Kairi,ONIC,
16,Team of The Week #3,team_of_week,3.0,S_A_N_Z,ONIC,
16,Team of The Week #3,team_of_week,3.0,EMANN,BTR,
16,Team of The Week #3,team_of_week,3.0,Kiboy,ONIC,
16,Team of The Week #2,team_of_week,2.0,QINN,DEWA,
16,Team of The Week #2,team_of_week,2.0,Kairi,ONIC,
16,Team of The Week #2,team_of_week,2.0,S_A_N_Z,ONIC,
16,Team of The Week #2,team_of_week,2.0,EMANN,BTR,
16,Team of The Week #2,team_of_week,2.0,Idok,RRQ,
16,Team of The Week #1,team_of_week,1.0,Lutpiii,ONIC,
16,Team of The Week #1,team_of_week,1.0,Kairi,ONIC,
16,Team of The Week #1,team_of_week,1.0,S_A_N_Z,ONIC,
16,Team of The Week #1,team_of_week,1.0,KennzyySkie,GEEK,
16,Team of The Week #1,team_of_week,1.0,Baloyskie,GEEK,
17,Finals MVP,musim,,Moreno,BTR,"$1,574.87"
17,Regular Season MVP,musim,,Kelra,ONIC,$843.68
17,Rookie Of The Season,musim,,Drichel,TLID,$562.45
17,Most Improved Player,musim,,JOOOOO,TLID,$337.47
17,First Team Winner,musim,,Aran,TLID,$337.47
17,First Team Winner,musim,,Kairi,ONIC,
17,First Team Winner,musim,,S_A_N_Z,ONIC,
17,First Team Winner,musim,,Kelra,ONIC,
17,First Team Winner,musim,,Kiboy,ONIC,
17,Best Coaching Team,musim,,Team_Liquid_ID,TLID,$168.74
17,Second Team Winner,musim,,Lutpiii,ONIC,$224.98
17,Second Team Winner,musim,,JOOOOO,TLID,
17,Second Team Winner,musim,,Moreno,BTR,
17,Second Team Winner,musim,,EMANN,BTR,
17,Second Team Winner,musim,,Lyoni,TLID,
17,Week 1 MVP,weekly_mvp,1.0,Kelra,ONIC,
17,Week 2 MVP,weekly_mvp,2.0,Arfy,AE,
17,Week 3 MVP,weekly_mvp,3.0,S_A_N_Z,ONIC,
17,Week 4 MVP,weekly_mvp,4.0,Moreno,BTR,
17,Week 5 MVP,weekly_mvp,5.0,QINN,DEWA,
17,Week 6 MVP,weekly_mvp,6.0,S_A_N_Z,ONIC,
17,Week 7 MVP,weekly_mvp,7.0,Alberttt,EVOS,
17,Week 8 MVP,weekly_mvp,8.0,Aprho,NAVI,
17,Week 9 MVP,weekly_mvp,9.0,JOOOOO,TLID,
17,Week 1 Best Rookie,weekly_rookie,1.0,Drichel,TLID,
17,Week 2 Best Rookie,weekly_rookie,2.0,MarceL,GEEK,
17,Week 3 Best Rookie,weekly_rookie,3.0,Dolynn,DEWA,
17,Week 4 Best Rookie,weekly_rookie,4.0,Dolynn,DEWA,
17,Week 5 Best Rookie,weekly_rookie,5.0,Dolynn,DEWA,
17,Week 6 Best Rookie,weekly_rookie,6.0,MarceL,GEEK,
17,Week 7 Best Rookie,weekly_rookie,7.0,Nazara,GEEK,
17,Week 8 Best Rookie,weekly_rookie,8.0,Jiizee,NAVI,
17,Week 9 Best Rookie,weekly_rookie,9.0,Drichel,TLID,
17,Team of The Week #9,team_of_week,9.0,Aran,TLID,
17,Team of The Week #9,team_of_week,9.0,JOOOOO,TLID,
17,Team of The Week #9,team_of_week,9.0,Drichel,TLID,
17,Team of The Week #9,team_of_week,9.0,EMANN,BTR,
17,Team of The Week #9,team_of_week,9.0,Lyoni,TLID,
17,Team of The Week #8,team_of_week,8.0,Karss,NAVI,
17,Team of The Week #8,team_of_week,8.0,Kairi,ONIC,
17,Team of The Week #8,team_of_week,8.0,Jiizee,NAVI,
17,Team of The Week #8,team_of_week,8.0,Zeonn,NAVI,
17,Team of The Week #8,team_of_week,8.0,Aprho,NAVI,
17,Team of The Week #7,team_of_week,7.0,Luke,EVOS,
17,Team of The Week #7,team_of_week,7.0,Alberttt,EVOS,
17,Team of The Week #7,team_of_week,7.0,Pheww,EVOS,
17,Team of The Week #7,team_of_week,7.0,Erlan,EVOS,
17,Team of The Week #7,team_of_week,7.0,Kyy,EVOS,
17,Team of The Week #6,team_of_week,6.0,Lutpiii,ONIC,
17,Team of The Week #6,team_of_week,6.0,Kairi,ONIC,
17,Team of The Week #6,team_of_week,6.0,S_A_N_Z,ONIC,
17,Team of The Week #6,team_of_week,6.0,Kelra,ONIC,
17,Team of The Week #6,team_of_week,6.0,Kiboy,ONIC,
17,Team of The Week #5,team_of_week,5.0,QINN,DEWA,
17,Team of The Week #5,team_of_week,5.0,Dolynn,DEWA,
17,Team of The Week #5,team_of_week,5.0,Octa,DEWA,
17,Team of The Week #5,team_of_week,5.0,Maybeee,DEWA,
17,Team of The Week #5,team_of_week,5.0,Muezzaa,DEWA,
17,Team of The Week #4,team_of_week,4.0,Lutpiii,ONIC,
17,Team of The Week #4,team_of_week,4.0,Alberttt,EVOS,
17,Team of The Week #4,team_of_week,4.0,Moreno,BTR,
17,Team of The Week #4,team_of_week,4.0,Erlan,EVOS,
17,Team of The Week #4,team_of_week,4.0,Kiboy,ONIC,
17,Team of The Week #3,team_of_week,3.0,MarceL,GEEK,
17,Team of The Week #3,team_of_week,3.0,Dolynn,DEWA,
17,Team of The Week #3,team_of_week,3.0,S_A_N_Z,ONIC,
17,Team of The Week #3,team_of_week,3.0,KennzyySkie,GEEK,
17,Team of The Week #3,team_of_week,3.0,Baloyskie,GEEK,
17,Team of The Week #2,team_of_week,2.0,Aran,TLID,
17,Team of The Week #2,team_of_week,2.0,JOOOOO,TLID,
17,Team of The Week #2,team_of_week,2.0,Drichel,TLID,
17,Team of The Week #2,team_of_week,2.0,Arfy,AE,
17,Team of The Week #2,team_of_week,2.0,Lyoni,TLID,
17,Team of The Week #1,team_of_week,1.0,Aran,TLID,
17,Team of The Week #1,team_of_week,1.0,Kairi,ONIC,
17,Team of The Week #1,team_of_week,1.0,S_A_N_Z,ONIC,
17,Team of The Week #1,team_of_week,1.0,Kelra,ONIC,
17,Team of The Week #1,team_of_week,1.0,Kiboy,ONIC,
18,Week 1 MVP,weekly_mvp,1.0,JOOOOO,TLID,
18,Week 2 MVP,weekly_mvp,2.0,Nnael,BTR,
18,Week 3 MVP,weekly_mvp,3.0,JOOOOO,TLID,
18,Week 4 MVP,weekly_mvp,4.0,Arfy,AE,
18,Week 1 Best Rookie,weekly_rookie,1.0,Jull,TLID,
18,Week 2 Best Rookie,weekly_rookie,2.0,Jull,TLID,
18,Week 3 Best Rookie,weekly_rookie,3.0,Jull,TLID,
18,Week 4 Best Rookie,weekly_rookie,4.0,Coolfire,NAVI,
18,Team of The Week #4,team_of_week,4.0,Nino,AE,
18,Team of The Week #4,team_of_week,4.0,Coolfire,NAVI,
18,Team of The Week #4,team_of_week,4.0,Hijumee,AE,
18,Team of The Week #4,team_of_week,4.0,Arfy,AE,
18,Team of The Week #4,team_of_week,4.0,Aprho,NAVI,
18,Team of The Week #3,team_of_week,3.0,Shogun,BTR,
18,Team of The Week #3,team_of_week,3.0,JOOOOO,TLID,
18,Team of The Week #3,team_of_week,3.0,Moreno,BTR,
18,Team of The Week #3,team_of_week,3.0,Jull,TLID,
18,Team of The Week #3,team_of_week,3.0,Lyoni,TLID,
18,Team of The Week #2,team_of_week,2.0,Shogun,BTR,
18,Team of The Week #2,team_of_week,2.0,Nnael,BTR,
18,Team of The Week #2,team_of_week,2.0,Moreno,BTR,
18,Team of The Week #2,team_of_week,2.0,Zeonn,NAVI,
18,Team of The Week #2,team_of_week,2.0,Finn,BTR,
18,Team of The Week #1,team_of_week,1.0,Aran,TLID,
18,Team of The Week #1,team_of_week,1.0,JOOOOO,TLID,
18,Team of The Week #1,team_of_week,1.0,Moreno,BTR,
18,Team of The Week #1,team_of_week,1.0,Kelra,ONIC,
18,Team of The Week #1,team_of_week,1.0,Kiboy,ONIC,
